ec5_uuid,ec5_parent_uuid,created_at,uploaded_at,title,8_Species,9_Is_it_a_juvenile,10_Foraging_type,11_Substrate,12_where,13_if_dead_decay_cla,14_tree_species,15_tree_size_class,16_time_spent_sec,17_distance_m,18_bearing,lat_19_location,long_19_location,accuracy_19_location,UTM_Northing_19_location,UTM_Easting_19_location,UTM_Zone_19_location,20_If_not_foraging,21_sex,22_height_ratio,23_comments,24_time_of_obs
acd09caf-0666-4ef3-b311-6b5de1ae8ed7,1f894b2a-ded1-40c4-a4bd-2a0f7f954bee,2025-05-10T13:49:36.000Z,2025-05-10T15:54:48.000Z,"RCWO 09:48",RCWO,,flaking,alive,"secondary limb","1 live tree",Pipa,51-60cm,31,62,179,30.850564,-84.011881,6,3416864,785769,16R,Foraging,unknown,55,,09:48
cf50d3ab-55e0-4597-9a1d-0e00f4f1a91a,f4f089b6-74f0-4f26-b9f0-4abece5e57f9,2025-05-09T12:47:24.000Z,2025-05-09T16:28:10.000Z,"PIWO 08:40",PIWO,,drilling/probing,dead,"secondary limb","4 loss of most tertiary limbs, secondary limbs present",Pinus,21-30cm,489,78,272,30.672731,-84.218246,5,3396635,766516,16R,Foraging,male,5,"Pecking dead wood on ground, big branch of pine that fell",08:40
0e515d37-92c2-4e17-b8eb-da992f2a54f0,f4f089b6-74f0-4f26-b9f0-4abece5e57f9,2025-05-09T12:59:12.000Z,2025-05-09T16:28:08.000Z,"PIWO 08:57",PIWO,,gleaning/searching,alive,"lower bole (below first secondary limb)","1 live tree","Quercus stellata",51-60cm,43,128,342,30.672589,-84.218364,4,3396619,766505,16R,Foraging,male,10,"Looked into hole briefly but otherwise looked like it was looking under bark",08:57
5121b4a1-a5af-4f9b-ab28-485854569b3f,97792a5c-2884-40f7-aa60-4f9c633fb49c,2025-05-09T11:42:42.000Z,2025-05-09T16:28:04.000Z,"DOWO 07:41",DOWO,,gleaning/searching,alive,"secondary limb","1 live tree",16,51-60cm,16,9.2,70,30.662748,-84.247955,7,3395458,763695,16R,Foraging,unknown,90,,07:41
2f5e6366-1020-4ae0-b27a-ce09bbf35fe1,b7874256-6183-45a6-9241-2b6d702777e4,2025-05-08T12:47:29.000Z,2025-05-09T00:22:01.000Z,"RCWO 08:46",RCWO,,gleaning/searching,dead,"secondary limb","1 live tree",Pipa,51-60cm,17,40,329,30.868377,-84.008789,3,3418847,786012,16R,Foraging,unknown,70,,08:46
357e2fce-0f3e-4e57-bbf7-f61080dc05c9,dd4a2311-ad52-4dbc-91f5-09f8060f2a17,2025-05-08T14:12:24.000Z,2025-05-09T00:21:57.000Z,"RCWO 10:11",RCWO,,drilling/probing,alive,"tertiary limb","1 live tree",Pipa,51-60cm,20,28,163,30.846223,-84.02062,5,3416360,784946,16R,Foraging,unknown,45,"Pe led at end of branch where pollen cones are",10:11
3e72404d-9154-4e8f-9f56-f5ace8fc0d4d,df24cadd-2ce8-4358-9d73-ea39abb6f198,2025-05-06T12:42:45.000Z,2025-05-08T17:39:34.000Z,"PIWO 08:40",PIWO,,drilling/probing,alive,"secondary limb","1 live tree","Short leaf pine",41-50cm,27,8.5,347,30.758911,-84.013956,4,3406695,785842,16R,Foraging,female,80,,08:40
39f12504-e16f-490b-a321-c0ad3d540785,bcb815bd-33b5-4bdc-98c5-c8d9d305ff28,2025-05-07T12:51:58.000Z,2025-05-07T17:36:32.000Z,"RHWO 08:50",RHWO,,Hawking,alive,"lower bole (below first secondary limb)","1 live tree",Pipa,31-40cm,90,70,79,30.643372,-83.674358,3,3393129,243699,17R,Foraging,unknown,10,"2 foraging bouts brief and 90secapart. Left 40sec later",08:50
658930db-117b-41ad-a6db-890df7fa27b2,f9f7f006-5691-4418-aa06-75128f4df3db,2025-05-07T12:14:13.000Z,2025-05-07T17:36:27.000Z,"RBWO 08:13",RBWO,,gleaning/searching,alive,"secondary limb","1 live tree",Pita,41-50cm,43,72,171,30.63771,-83.691585,3,3392541,242032,17R,Foraging,male,60,,08:13
11cf11b0-b158-4dcb-9349-750ddd8d4afb,3eaea0c5-e3f2-41e7-92f3-59a6ff3c1da2,2025-05-06T12:06:56.000Z,2025-05-06T15:01:27.000Z,"DOWO 08:05",DOWO,,drilling/probing,dead,"tertiary limb","1 live tree",Piec,51-60cm,29,41,129,30.652062,-84.236041,8,3394301,764867,16R,Foraging,female,90,"Foraging with mate. Pecked at limb then preened",08:05
6aa9c17d-27f7-4529-b93c-c79a7017643a,3eaea0c5-e3f2-41e7-92f3-59a6ff3c1da2,2025-05-06T11:45:25.000Z,2025-05-06T15:01:25.000Z,"DOWO 07:44",DOWO,,gleaning/searching,dead,"secondary limb","1 live tree",Pita,41-50cm,40,50,3,30.651656,-84.236045,4,3394256,764867,16R,Foraging,male,60,"Mate followed. Both were on dead limb. Pecked as it moved",07:44
a4ab8724-45f8-4207-a9bf-b693032aea96,10270b28-b66a-4322-997e-9e8691d8f590,2025-05-05T21:16:58.000Z,2025-05-05T22:05:52.000Z,"RBWO 17:16",RBWO,,gleaning/searching,alive,"secondary limb","1 live tree",Piec,21-30cm,44,42,301,30.658662,-84.205871,5,3395104,767741,16R,Foraging,male,50,,17:16
fcc919b3-5d7c-4d4a-8ca1-16d8d64dd880,10270b28-b66a-4322-997e-9e8691d8f590,2025-05-05T17:37:05.000Z,2025-05-05T22:05:50.000Z,"DOWO 13:36",DOWO,,flaking,alive,"secondary limb","1 live tree",Piec,21-30cm,11,51,353,30.656692,-84.204731,3,3394889,767855,16R,Foraging,female,40,,13:36
6b94e315-d57b-4e2e-9450-8c774b6976b5,dfbfc00b-0fac-4c3e-90e1-2196fc3f476b,2025-05-03T16:52:26.000Z,2025-05-03T17:28:04.000Z,"RCWO 12:51",RCWO,,flaking,alive,"secondary limb","1 live tree",Piec,51-60cm,51,3,270,30.662112,-84.237373,6,3395412,764712,16R,Foraging,unknown,75,,12:51
8bfeda82-89a9-49ca-893d-3468e2f9f5ab,a3d96d89-734d-4d2c-8e9b-63947a55c96b,2025-05-03T14:45:33.000Z,2025-05-03T17:28:00.000Z,"RBWO 10:44",RBWO,,gleaning/searching,alive,"tertiary limb","1 live tree",Pipa,31-40cm,124,54,213,30.654514,-84.23576,4,3394573,764887,16R,Foraging,female,95,"Seen wearing something from open pinecone. Probably seed. Mate was nearby",10:44
2ea7ffb1-cf21-42f1-acd9-c4aa7dc97c9c,776b9185-8c09-4f99-bf7e-25129237ebd3,2025-05-02T18:06:50.000Z,2025-05-02T18:54:33.000Z,"RHWO 14:05",RHWO,,drilling/probing,dead,"secondary limb","1 live tree",Pita,51-60cm,52,28,63,30.649736,-84.22643,3,3394066,765794,16R,Foraging,unknown,65,,14:05
7ad08c90-5e81-4a00-93f9-47ba0da78557,776b9185-8c09-4f99-bf7e-25129237ebd3,2025-05-02T17:53:45.000Z,2025-05-02T18:54:31.000Z,"RHWO 13:52",RHWO,,Hawking,dead,"secondary limb","1 live tree",Pita,41-50cm,84,150,251,30.648489,-84.225771,3,3393929,765861,16R,Foraging,unknown,25,,13:52
e73539d7-8814-4136-a9e7-d1835b7ae27b,71327c35-9a44-43aa-9ed9-7fa8477e20d8,2025-05-01T14:14:06.000Z,2025-05-01T18:26:21.000Z,"RCWO 10:13",RCWO,,gleaning/searching,alive,"lower bole (below first secondary limb)","1 live tree",Pipa,31-40cm,94,50,25,30.748635,-84.000051,3,3405591,787204,16R,Foraging,unknown,40,"Stopped when it flaked on lower bole for 30sec",10:13
d1efd325-7d66-45df-af6f-924bef092dd5,71327c35-9a44-43aa-9ed9-7fa8477e20d8,2025-05-01T13:47:13.000Z,2025-05-01T18:26:19.000Z,"RCWO 09:46",RCWO,,"Other (includes not foraging)",alive,"upper bole (above first secondary limb)","1 live tree",Pipa,21-30cm,10,37,173,30.749398,-84.000451,3,3405674,787164,16R,"Fighting different species (specify in comments)",unknown,70,"Blue jay won",09:46
5a276f19-96b0-4748-87ed-c8e16a0bf247,71327c35-9a44-43aa-9ed9-7fa8477e20d8,2025-05-01T13:46:04.000Z,2025-05-01T18:26:17.000Z,"RCWO 09:44",RCWO,,gleaning/searching,alive,"upper bole (above first secondary limb)","1 live tree",Pipa,21-30cm,60,37,175,30.749437,-84.00048,3,3405679,787161,16R,Foraging,unknown,70,"Ended when blue jay approached rcw",09:44
859cd8ef-a677-4c36-a961-bd9cc96ae058,71327c35-9a44-43aa-9ed9-7fa8477e20d8,2025-05-01T13:35:02.000Z,2025-05-01T18:26:16.000Z,"RHWO 09:34",RHWO,,"Other (includes not foraging)",dead,"secondary limb","1 live tree",Pipa,51-60cm,10,10,14,30.750105,-84.002339,6,3405748,786981,16R,"Fighting same species",unknown,50,,09:34
d8bf26c3-7b66-41fe-9282-2a2f0e5ff004,61aa47a0-f1d4-4473-9226-cf456b1d546e,2025-04-30T22:21:09.000Z,2025-04-30T23:05:28.000Z,"RCWO 18:19",RCWO,,flaking,alive,"upper bole (above first secondary limb)","1 live tree",Pita,41-50cm,247,37,101,30.673362,-84.218728,6,3396704,766468,16R,Foraging,unknown,45,"Al on left but couldnt tell the color. Light color maybe faded",18:19
126758f5-0f1b-414d-a6b9-c4cda15ddb08,61aa47a0-f1d4-4473-9226-cf456b1d546e,2025-04-30T22:11:14.000Z,2025-04-30T23:05:26.000Z,"RHWO 18:09",RHWO,,gleaning/searching,dead,"secondary limb","1 live tree",Piec,41-50cm,69,51.4,15,30.673016,-84.219629,4,3396663,766382,16R,Foraging,unknown,60,"Strange behavior, crawled all around limb and flew near it very quickly. Perhaps investigating for excavation?",18:09
10d9ad90-f7e5-498d-ad83-bcb948553955,61aa47a0-f1d4-4473-9226-cf456b1d546e,2025-04-30T21:50:11.000Z,2025-04-30T23:05:24.000Z,"DOWO 17:48",DOWO,,gleaning/searching,alive,"tertiary limb","1 live tree",Piec,51-60cm,56,21.7,57,30.672261,-84.21817,3,3396583,766524,16R,Foraging,male,80,"Foraging very quickly, pecked like it was flaking a little. Ended when it probed a dead secondary limb for 40sec",17:48
bba3f33d-b280-45cd-9d49-d920389a0b9f,61aa47a0-f1d4-4473-9226-cf456b1d546e,2025-04-30T21:41:47.000Z,2025-04-30T23:05:22.000Z,"RHWO 17:39",RHWO,,Hawking,dead,"secondary limb","1 live tree",Piec,31-40cm,42,51,188,30.671878,-84.218186,4,3396540,766524,16R,Foraging,unknown,65,"2 flights",17:39
3e5f9c91-fcbb-4d21-a604-c4d0168946d5,04e28a70-db0d-427f-8a17-e24cfb4d2f61,2025-04-30T19:09:38.000Z,2025-04-30T21:25:41.000Z,"NOFL 15:07",NOFL,,gleaning/searching,dead,ground,"1 live tree",Na,1-10cm,183,2,150,30.837409,-84.016772,3,3415392,785340,16R,Foraging,male,0,"I spooked it to determine length of time foraging",15:07
54013d74-2a65-4e80-b2cc-e006b279ac8f,bf8c65e0-3139-4618-b5a3-56b9a8d67e2d,2025-04-29T16:14:02.000Z,2025-04-30T13:21:18.000Z,"RHWO 12:11",RHWO,,gleaning/searching,dead,"upper bole (above first secondary limb)","5 loss most of secondary limbs",Pine,41-50cm,32,100.2,147,30.650044,-84.226047,3,3394101,765830,16R,Foraging,unknown,95,"Searched on top of tree searching for 32 seconds and then flew off and changed directions to go to the ground. Unsure if it was hawking behavior.",12:11
8b820b40-0b68-4884-a43b-b76566d18972,93235c21-b563-4e18-b1a3-cf9e3cd6540e,2025-04-29T12:05:28.000Z,2025-04-30T13:21:14.000Z,"RHWO 08:02",RHWO,,"Other (includes not foraging)",dead,"upper bole (above first secondary limb)","6 broken off top, bole intact",Pine,31-40cm,1,35.2,332,30.672812,-84.2344,4,3396606,764967,16R,"Fighting same species",unknown,90,"First RHWO flew to snag and was chased off by second RHWO. Second RHWO flew back to snag and drummed. Third RHWO was drumming right at a cavity. Unsure if it is an active cavity.",08:02
0c8be56d-8f22-4464-991c-2db75907806f,ebbc507b-bb2a-4487-a624-4d4ca8571ae7,2025-04-26T12:47:44.000Z,2025-04-26T16:58:49.000Z,"DOWO 08:46",DOWO,,gleaning/searching,alive,"tertiary limb","1 live tree","Live oak",31-40cm,27,44,33,30.66126,-84.24846,4,3395291,763651,16R,Foraging,male,70,,08:46
5cc332ea-30b0-49f3-b0ef-8f5197cf6016,ebbc507b-bb2a-4487-a624-4d4ca8571ae7,2025-04-26T12:16:17.000Z,2025-04-26T16:58:47.000Z,"RHWO 08:14",RHWO,,gleaning/searching,alive,"tertiary limb","1 live tree",Pita,41-50cm,16,70,66,30.663213,-84.247891,4,3395509,763700,16R,Foraging,unknown,65,"Paused for more than 10 sec but then kept foraging on tert limb for another 50sec",08:14
94aa877a-a05d-4c91-9067-918e3154c40f,ebbc507b-bb2a-4487-a624-4d4ca8571ae7,2025-04-26T12:09:46.000Z,2025-04-26T16:58:45.000Z,"DOWO 08:08",DOWO,,gleaning/searching,dead,"secondary limb","1 live tree",Piec,41-50cm,11,53,292,30.662961,-84.247643,4,3395482,763725,16R,Foraging,female,80,,08:08
c85f2d5e-bdc2-4b80-8b2d-87b057a0fba9,a1d51e1e-af54-45c3-bece-38fb5a0e69d6,2025-04-26T15:17:51.000Z,2025-04-26T16:58:41.000Z,"RCWO 11:17",RCWO,,"Other (includes not foraging)",alive,"secondary limb","1 live tree",Pita,31-40cm,21,44.7,153,30.660214,-84.236698,4,3395203,764781,16R,Other,male,70,Copulation,11:17
d2bcc374-1240-4bce-b4fb-abb551e94cf5,a1d51e1e-af54-45c3-bece-38fb5a0e69d6,2025-04-26T15:17:00.000Z,2025-04-26T16:58:39.000Z,"RCWO 11:15",RCWO,,flaking,alive,"upper bole (above first secondary limb)","1 live tree",Pita,31-40cm,92,44.7,154,30.660168,-84.236713,3,3395198,764780,16R,Foraging,female,75,"Sex known due to copulation",11:15
02c644a4-a2b0-4965-9679-538ed75792a4,a1d51e1e-af54-45c3-bece-38fb5a0e69d6,2025-04-26T15:00:54.000Z,2025-04-26T16:58:37.000Z,"RHWO 10:59",RHWO,,"Other (includes not foraging)",alive,"upper bole (above first secondary limb)","1 live tree",Piex,51-60cm,15,5,44,30.659824,-84.238337,3,3395156,764625,16R,"Fighting different species (specify in comments)",unknown,50,"Faught red belly male",10:59
93f0db35-d814-4539-b248-c04e3a433ff8,a1d51e1e-af54-45c3-bece-38fb5a0e69d6,2025-04-26T14:58:07.000Z,2025-04-26T16:58:35.000Z,"RBWO 10:55",RBWO,,drilling/probing,dead,"lower bole (below first secondary limb)","7 bole decaying 3-6m tall",Pinus,41-50cm,331,20,92,30.6603,-84.238265,8,3395209,764631,16R,Foraging,male,90,"Could be excivating but moved around a bit so I think its probing for bugs. Sat for awhile after obs. Check later to see if it is a nest but I think its not",10:55
e4c10dca-10b3-41ca-8258-77da4ef4a1e3,a1d51e1e-af54-45c3-bece-38fb5a0e69d6,2025-04-26T14:04:26.000Z,2025-04-26T16:58:33.000Z,"RCWO 09:59",RCWO,,flaking,alive,"lower bole (below first secondary limb)","1 live tree",Pita,31-40cm,151,85,36,30.661351,-84.237583,3,3395327,764693,16R,Foraging,unknown,35,,09:59
76d48ba0-a3b1-4d94-81aa-54dc0f295efb,b1edb22e-fb7a-4d73-b3c7-42c176f7b3aa,2025-04-25T15:06:39.000Z,2025-04-25T17:11:37.000Z,"RHWO 11:05",RHWO,,"Other (includes not foraging)",dead,"secondary limb","1 live tree",Pita,51-60cm,10,44,290,30.632116,-83.677209,3,3391888,243396,17R,Other,male,60,Copulation,11:05
3c80e353-3457-438d-85b2-f0827def7eaa,b1edb22e-fb7a-4d73-b3c7-42c176f7b3aa,2025-04-25T14:35:31.000Z,2025-04-25T17:11:35.000Z,"DOWO 10:34",DOWO,,"Other (includes not foraging)",dead,"secondary limb","1 live tree","Live oak",51-60cm,300,29,312,30.63055,-83.675988,3,3391711,243509,17R,Resting/Preening/Vigilance,female,80,"Drummed for a while then went over to male after who did bill wag",10:34
8c9d82ae-8dee-4efb-86d1-1de450f6088f,b1edb22e-fb7a-4d73-b3c7-42c176f7b3aa,2025-04-25T14:23:30.000Z,2025-04-25T17:11:33.000Z,"RBWO 10:22",RBWO,,gleaning/searching,alive,"secondary limb","1 live tree","Quercus falcata",21-30cm,54,5,180,30.630462,-83.676154,3,3391702,243493,17R,Foraging,unknown,80,,10:22
edda281a-b807-4cbf-880e-be91059e73a3,5fa35a51-f8a0-4fba-b282-3604f09cc47a,2025-04-25T13:58:13.000Z,2025-04-25T17:11:29.000Z,"RBWO 09:56",RBWO,,gleaning/searching,dead,ground,"1 live tree",Na,1-10cm,121,65,177,30.643046,-83.674357,3,3393093,243698,17R,Foraging,male,0,"Flew to the ground, I didnt see it but dont think it was taking a dust bath so prob foraging. Landed in disk lane",09:56
934ba0a0-15d0-4907-a0f2-8de8fa7d6026,5fa35a51-f8a0-4fba-b282-3604f09cc47a,2025-04-25T13:24:27.000Z,2025-04-25T17:11:27.000Z,"RBWO 09:23",RBWO,,gleaning/searching,alive,"lower bole (below first secondary limb)","1 live tree",Pita,41-50cm,57,57,212,30.643751,-83.677292,4,3393178,243419,17R,Foraging,male,40,"Off plot but close",09:23
925c983a-d8c2-4eed-8ad3-663ff129b200,5fa35a51-f8a0-4fba-b282-3604f09cc47a,2025-04-25T11:59:50.000Z,2025-04-25T17:11:25.000Z,"RBWO 07:58",RBWO,,gleaning/searching,alive,"upper bole (above first secondary limb)","1 live tree",Piec,41-50cm,54,25,316,30.643076,-83.674162,3,3393096,243717,17R,Foraging,male,75,"Looking under bark",07:58
b15dbc42-b160-44f0-84c8-189af79a8069,a5389d0f-952b-4dde-9639-d7e2a97b3697,2025-04-25T11:46:28.000Z,2025-04-25T17:11:21.000Z,"RHWO 07:44",RHWO,,Hawking,alive,"lower bole (below first secondary limb)","1 live tree",Pita,41-50cm,15,47,226,30.633055,-83.700674,3,3392046,241148,17R,Foraging,unknown,20,"1 foraging bout in 3 min, chased after something, hit the ground and flew up into oak and sat for a while",07:44
207ceaaa-4dcc-4597-865d-8baa10500476,a5389d0f-952b-4dde-9639-d7e2a97b3697,2025-04-25T11:32:24.000Z,2025-04-25T17:11:19.000Z,"RBWO 07:29",RBWO,,gleaning/searching,dead,"secondary limb","1 live tree","Live oak",41-50cm,58,50,116,30.631388,-83.70049,3,3391861,241162,17R,Foraging,unknown,55,,07:29
806b25e5-de97-40b3-b480-24c1cdbcd2ec,a5389d0f-952b-4dde-9639-d7e2a97b3697,2025-04-25T11:24:43.000Z,2025-04-25T17:11:17.000Z,"NOFL 07:23",NOFL,,gleaning/searching,alive,"tertiary limb","1 live tree",Pita,51-60cm,28,40,53,30.631681,-83.700876,3,3391894,241125,17R,Foraging,male,90,"Pecked at tert limbsbefore flying to another pine",07:23
65e0b173-9976-4e36-aeed-765f8fcdb954,f7d79604-44de-4764-9ba3-22d2e3a837be,2025-04-25T15:10:23.000Z,2025-04-25T15:33:33.000Z,"RHWO 11:07",RHWO,,"Other (includes not foraging)",dead,"secondary limb","1 live tree",Loblolly,41-50cm,1,47,290,30.632115,-83.677179,4,3391888,243399,17R,"Fighting same species",unknown,60,"Three RHWO fighting in air, landed on tree and sat for a while, before taking and fighting again on the way to another tree",11:07
4472f884-a44f-4c6b-88d1-32eefffd0ce7,f7d79604-44de-4764-9ba3-22d2e3a837be,2025-04-25T14:46:26.000Z,2025-04-25T15:33:31.000Z,"RBWO 10:43",RBWO,,gleaning/searching,alive,"upper bole (above first secondary limb)","1 live tree","Live Oak",61-70cm,66,43.2,266,30.630509,-83.676102,4,3391707,243498,17R,Foraging,male,30,,10:43
8964c99c-7fff-4774-aa79-f1c44b2ed5df,4aa2423c-d92f-438b-89e7-71f31bff3727,2025-04-25T13:07:59.000Z,2025-04-25T15:33:27.000Z,"RCWO 09:05",RCWO,,gleaning/searching,alive,"upper bole (above first secondary limb)","1 live tree",Pine,51-60cm,133,68.1,214,30.620376,-83.676776,4,3390585,243406,17R,Foraging,unknown,50,"Was flaking in a different tree when I first found it but flew to another tree and searched",09:05
1723698e-8170-40d0-8f60-6d36f042e414,7ee7a6d7-4f50-4d5c-b2c1-ecf3f88b4b53,2025-04-24T17:17:16.000Z,2025-04-24T20:21:30.000Z,"RCWO 13:15",RCWO,,flaking,alive,"lower bole (below first secondary limb)","1 live tree",Pita,21-30cm,215,27,24,30.645006,-83.68652,3,3393338,242537,17R,Foraging,unknown,30,"DBAl Unk right
PuAl xxorwh foraging nearby on same type of tree but spent 70sec less foraging on lower bole",13:15
08d5e7b4-1a37-43c3-8bd8-460263509f61,7ee7a6d7-4f50-4d5c-b2c1-ecf3f88b4b53,2025-04-24T16:47:52.000Z,2025-04-24T20:21:28.000Z,"RHWO 12:46",RHWO,,"Other (includes not foraging)",alive,"upper bole (above first secondary limb)","1 live tree",Pita,31-40cm,10,70,26,30.646252,-83.685637,3,3393474,242625,17R,"Fighting same species",unknown,75,,12:46
37927887-b9a2-4d13-ad0c-ca20ef28695c,7ee7a6d7-4f50-4d5c-b2c1-ecf3f88b4b53,2025-04-24T16:46:56.000Z,2025-04-24T20:21:26.000Z,"RHWO 12:45",RHWO,,gleaning/searching,alive,"lower bole (below first secondary limb)","1 live tree",Pipa,11-20cm,13,112,24,30.646246,-83.685637,3,3393474,242625,17R,Foraging,unknown,15,"Pecked and moved a bit. Then hawked after",12:45
9f68a5c3-e5a8-4d5a-8aae-eecb5c2ba3e6,7ee7a6d7-4f50-4d5c-b2c1-ecf3f88b4b53,2025-04-24T16:19:56.000Z,2025-04-24T20:21:24.000Z,"RCWO 12:18",RCWO,,gleaning/searching,alive,"lower bole (below first secondary limb)","1 live tree",Pita,21-30cm,110,38,251,30.644285,-83.686731,4,3393259,242515,17R,Foraging,unknown,0,"LL unk, RL: YeDXWh",12:18
05d8c3a6-35f1-4dd6-8569-00111b9a9d99,96b265b2-662f-4339-b3ea-584f9492fd71,2025-04-24T16:04:32.000Z,2025-04-24T20:21:20.000Z,"RBWO 12:03",RBWO,,drilling/probing,dead,"secondary limb","1 live tree",Pita,31-40cm,122,60,134,30.637915,-83.689887,3,3392560,242196,17R,Foraging,female,50,,12:03
1be15f13-a8d7-4bd6-8126-736f43c0cd93,96b265b2-662f-4339-b3ea-584f9492fd71,2025-04-24T15:22:08.000Z,2025-04-24T20:21:18.000Z,"DOWO 11:21",DOWO,,drilling/probing,alive,"tertiary limb","1 live tree","Live oak",70+cm,151,46,81,30.637156,-83.688655,3,3392473,242312,17R,Foraging,male,80,"Tapping away at tert limb. Dont know what its after",11:21
70f85294-d44c-44c5-8b70-afeb5ca561f2,8c4b7390-c17a-42da-a808-418b46a1a2d7,2025-04-24T14:05:41.000Z,2025-04-24T20:21:13.000Z,"DOWO 10:03",DOWO,,gleaning/searching,alive,"upper bole (above first secondary limb)","1 live tree","Liquidambar styrasiflua",1-10cm,18,33,76,30.626926,-83.686172,3,3391333,242523,17R,Foraging,male,20,"Foraging in shrubs. Moving from shrub to shrub. Was with mate also",10:03
2e3de216-28c4-45b7-811d-8ef941b82c4e,275ba8d6-6526-48b4-986c-3f97ef362c94,2025-04-23T14:49:19.000Z,2025-04-23T16:06:36.000Z,"RBWO 10:47",RBWO,,gleaning/searching,alive,"tertiary limb","1 live tree",Pipa,51-60cm,65,55,311,30.775652,-84.005988,5,3408572,786556,16R,Foraging,male,50,"Searched on lower bole of nearby tree before flying up to this one. Looking into open pine cones",10:47
aa81a338-64e3-47e6-9cbc-6c942ed1c290,275ba8d6-6526-48b4-986c-3f97ef362c94,2025-04-23T14:30:48.000Z,2025-04-23T16:06:34.000Z,"RHWO 10:29",RHWO,,drilling/probing,dead,"secondary limb","1 live tree","Quercus stellata",31-40cm,67,39,318,30.774891,-84.005748,4,3408488,786581,16R,Foraging,unknown,60,,10:29
bac3378d-08a4-4040-bd0f-40fdf78f7bf8,d31e88df-f64e-47cc-befa-8b974c86920f,2025-04-23T14:04:44.000Z,2025-04-23T16:06:30.000Z,"RBWO 10:03",RBWO,,gleaning/searching,dead,"secondary limb","1 live tree","Quercus falcata",31-40cm,69,15,275,30.766928,-84.002443,5,3407613,786921,16R,Foraging,male,70,"Poked into dead limb a little but not often and no serious pecking",10:03
df459988-9ff4-4be5-a99c-ea6e5d529194,d31e88df-f64e-47cc-befa-8b974c86920f,2025-04-23T13:32:05.000Z,2025-04-23T16:06:28.000Z,"RHWO 09:30",RHWO,,"Other (includes not foraging)",dead,"secondary limb","4 loss of most tertiary limbs, secondary limbs present",Pinus,31-40cm,5,74,266,30.765778,-83.999998,4,3407492,212841,17R,Other,male,50,Copulation,09:30
be7b255e-bba8-4d4a-bb92-cbd0abab23dc,d31e88df-f64e-47cc-befa-8b974c86920f,2025-04-23T13:24:35.000Z,2025-04-23T16:06:26.000Z,"RHWO 09:22",RHWO,,"Other (includes not foraging)",alive,"lower bole (below first secondary limb)","1 live tree",Pipa,31-40cm,5,40,358,30.765236,-84.0006,4,3407430,787102,16R,"Fighting different species (specify in comments)",unknown,55,"Faught rbwo and RHWO won",09:22
a7b7f0a2-bf36-4c19-b057-bdc3617259bb,d31e88df-f64e-47cc-befa-8b974c86920f,2025-04-23T13:08:59.000Z,2025-04-23T16:06:25.000Z,"RCWO 09:08",RCWO,,gleaning/searching,alive,"lower bole (below first secondary limb)","1 live tree",Pipa,11-20cm,17,40,226,30.765496,-84.002247,4,3407455,786944,16R,Foraging,unknown,5,"Foraged really low. Outside plot",09:08
705a583d-a58e-44c7-aa73-e5bd2d647627,2817c163-4ca2-426b-af48-beef59760f00,2025-04-23T12:24:14.000Z,2025-04-23T16:06:21.000Z,"RBWO 08:23",RBWO,,gleaning/searching,alive,"tertiary limb","1 live tree",Pipa,21-30cm,347,64,165,30.758508,-83.998224,3,3406681,212989,17R,Foraging,male,60,"On pine cone for a while",08:23
50d5ea43-dbd9-4473-8db5-3f2071963e52,2817c163-4ca2-426b-af48-beef59760f00,2025-04-23T11:51:56.000Z,2025-04-23T16:06:19.000Z,"RBWO 07:51",RBWO,,gleaning/searching,alive,"secondary limb","1 live tree",Pipa,21-30cm,52,23,96,30.75801,-83.998891,4,3406628,212924,17R,Foraging,male,95,,07:51
c8602a48-e24a-4ef6-bd48-a3a08b5136cf,ea5fa47c-129c-4fa3-b325-d9e7cc9a3a46,2025-04-23T11:34:22.000Z,2025-04-23T16:06:15.000Z,"RHWO 07:32",RHWO,,drilling/probing,alive,"tertiary limb","1 live tree",Pipa,31-40cm,28,51.6,3,30.749592,-84.002762,5,3405690,786942,16R,Foraging,unknown,95,"Was spooked to this tree by other red head then pecked at same spot where it landed",07:32
20aafc2e-5790-46c3-8876-dc63e9b4b9b9,7348483b-9af0-4c4e-ad31-2f1dbf813562,2025-04-23T15:20:11.000Z,2025-04-23T15:28:17.000Z,"RHWO 11:17",RHWO,,gleaning/searching,alive,"lower bole (below first secondary limb)","1 live tree","Long leaf pine",11-20cm,30,35,12,30.775232,-84.006413,4,3408524,786516,16R,Foraging,unknown,50,,11:17
272e479d-041a-4993-98c4-8bca300b1c8b,b2b22e79-5b9f-47b5-a82a-a6a82518ed54,2025-04-23T11:54:46.000Z,2025-04-23T15:28:13.000Z,"PIWO 07:50",PIWO,,gleaning/searching,alive,"lower bole (below first secondary limb)","1 live tree","Long leaf pine",41-50cm,54,22.2,33,30.758861,-84.013761,4,3406690,785861,16R,Foraging,unknown,50,"Tree has a large cavity in it, but I did not see the PIWO go near or in it. After this observation, I saw a PIWO again on another tree (possibly same individual) and it foraged for 47 seconds before flying to first tree. Flakes were coming off of tree from movement of PIWO, but the PIWO was not flaking",07:50
